Captions,Label,Cleaned_Captions
"Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
",0,thk em find wtc far weiyi goin e rest dunno yet r ur goin dinner den might b able join
"Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
",0,dont forget owns who private property good boy always passionate kiss
"INTERFLORA - ?It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
",1,interflora late order interflora flower christmas call place order midnight tomorrow
"Oh god..taken the teeth?is it paining
",0,oh godtaken teethis paining
"ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
",1,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
"Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
",0,u ask darren go n pick u lor oso sian tmr haf meet lect
"No need to buy lunch for me.. I eat maggi mee..
",0,need buy lunch eat maggi mee
"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate
",1,congratulation thanks good friend u xmas prize claim easy call p per minute btnationalrate
"Ok lor...
",0,ok lor
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!
",0,oh right ok ill make sure load work day got really nasty cough today dry n shot really help
"Wife.how she knew the time of murder exactly
",0,wifehow knew time murder exactly
"Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
",1,send logo ur lover name joined heart txt love name name mobno eg love adam eve yahoo poboxwwq txtno ad p
"Howz that persons story
",0,howz person story
"Thanx 4 sending me home...
",0,thanx sending home
"Its normally hot mail. Com you see!
",0,normally hot mail com see
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm
",1,youve tkts euro cup final cash collect call b pobox ppm
"U sick still can go shopping?
",0,u sick still go shopping
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..
",0,ya well fine bbdpooja full pimpleseven become quite blackand ur rite cold wearing sweatter
"Nice.nice.how is it working?
",0,nicenicehow working
"1's reach home call me.
",0,reach home call
"Were trying to find a Chinese food place around here
",0,trying find chinese food place around
"Easy mate, * guess the quick drink was bit ambitious.
",0,easy mate guess quick drink bit ambitious
"BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
",0,babe miiiiiiissssssssss need crave geeee im sad without babe love
"Ok thanx...
",0,ok thanx
"aathi..where are you dear..
",0,aathiwhere dear
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.
",0,tunji hows queen wishing great day abiola
"Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
",0,today iz yellow rose day u love frndship give misscall amp send ur frndz amp see many miss call u get u get missed u marry ur lover
"Will be out of class in a few hours. Sorry
",0,class hour sorry
"Wat time u finish ur lect today?
",0,wat time u finish ur lect today
"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply
",1,freemessage jamsterget crazy frog sound poly text mad real text mad crazy sound gbpweek tc apply
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
",0,sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife parent kidz friend n colleague screaming surprise waiting sofa naked
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call
",1,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call
"She's fine. Good to hear from you. How are you my dear? Happy new year oh.
",0,shes fine good hear dear happy new year oh
"Are you going to wipro interview today?
",0,going wipro interview today
"how tall are you princess?
",0,tall princess
"I doubt you could handle 5 times per night in any case...
",0,doubt could handle time per night case
"Haha... Hope ü can hear the receipt sound... Gd luck!
",0,haha hope hear receipt sound gd luck
"Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
",0,gon na death im gon na leave note say robs fault avenge
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
",0,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
"Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
",0,today im workin free oso gee thgt u workin ur frens shop
"In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
",0,life face choice toss coin becoz settle question coin air u know heart hoping gudni
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
",0,know god created gap finger one made come amp fill gap holding hand love
"I want to be there so i can kiss you and feel you next to me
",0,want kiss feel next
"I am not at all happy with what you saying or doing
",0,happy saying
"Adult 18 Content Your video will be with you shortly
",1,adult content video shortly
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? 
",0,ok would b lovely u r sure think wot u want drinkin dancin eatin cinema u wot
"What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
",0,im saying havent explicitly told nora know someone im probably gon na bother
"He says hi and to get your ass back to south tampa (preferably at a kegger)
",0,say hi get as back south tampa preferably kegger
"Smith waste da.i wanna gayle.
",0,smith waste dai wan na gayle
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.
",0,mum ive sent many many message since got want know actually getting enjoy rest day
"Aight, tomorrow around  &lt;#&gt;  it is
",0,aight tomorrow around ltgt
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
",0,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.
",1,chance reality fantasy show call p per min ntt ltd po box croydon cr wb national rate call
"I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
",0,actually first time went bed long spoke woke night
"See you there! 
",0,see
"I dont understand your message.
",0,dont understand message
"Crucify is c not s. You should have told me earlier.
",0,crucify c told earlier
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.
",0,idk keep saying youre since moved keep butting head freedom v responsibility im tired much shit deal im barely keeping together get added
"Fuck cedar key and fuck her (come over anyway tho)
",0,fuck cedar key fuck come anyway tho
"twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
",0,twenty past five said train durham already coz reserved seat
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX
",1,hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wcnxx
"U still painting ur wall?
",0,u still painting ur wall
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16
",1,last chance claim ur worth discount voucher today text shop savamob offer mobile c savamob pobox muz sub
"Printer is cool. I mean groovy. Wine is groovying
",0,printer cool mean groovy wine groovying
"Hi Harish's rent has been transfred to ur Acnt.
",0,hi harishs rent transfred ur acnt
"Anything lor is she coming?
",0,anything lor coming
"Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
",0,cbe really good nowadayslot shop showroomscity shaping good
"Ü still attending da talks?
",0,still attending da talk
"No probs hon! How u doinat the mo?
",0,probs hon u doinat mo
"K I'll take care of it
",0,k ill take care
"I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
",0,take didnt phone callon friday assume wont year
"My battery is low babe
",0,battery low babe
"Shuhui has bought ron's present it's a swatch watch...
",0,shuhui bought ron present swatch watch
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up
",0,yeah there quite bit left ill swing tomorrow get
"Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
",0,babe said hour almost internet
"K I'll be sure to get up before noon and see what's what
",0,k ill sure get noon see whats
"K...k...yesterday i was in cbe .
",0,kkyesterday cbe
"Went to ganesh dress shop
",0,went ganesh dress shop
